Id,Contract_Type,Gender,Marital_Status,Education_Level,Birth_Year,Age,Employment,Mobile_Number,Card_Number,Card_Expiry,Transaction_Device_Type,Card_Limit,Transaction_Amount,Transaction_Type,Transaction_Location,Card_Type,Card_Verification_Method,Monthly_Income,Annual_Income,EMI_Amount,Previous_Transaction_Count,Transaction_Hour,Is_Foreign_Transaction,Is_High_Transaction_Amount,Merchant_Risk_Score,Card_Usage_Location_Distance,Has_Recent_Card_Update,Transaction_Frequency_Weekday,Transaction_Frequency_Weekend,Fraud_Status
639,Variable,Male,Married,Graduate,1981,41,Unemployed,9872064315,3209847561230987,2027,Mobile,200000,3000,Purchase,Mumbai,MasterCard,Offline,60000,720000,2000,90,18,True,False,0.34,80,True,5,25,0
640,Fixed,Other,Single,Post Graduate,1972,50,Employed,4309567209,3209847561230987,2025,Desktop,230000,6200,Withdrawal,Kolkata,Visa,Online,130000,1560000,6000,80,15,True,True,0.3,70,True,20,35,0
641,Fixed,Female,Married,High School,1980,42,Self-Employed,2370568942,3209847561230987,2023,Mobile,240000,1500,Transfer,Delhi,Visa,Online,130000,1560000,2000,90,20,False,False,0.26,75,False,25,40,1
642,Variable,Male,Single,High School,1966,56,Employed,9872064315,3209847561230987,2025,Tablet,200000,4000,Purchase,Bangalore,MasterCard,Offline,60000,720000,5000,90,18,True,True,0.22,80,True,5,20,0
643,Fixed,Other,Divorced,High School,1974,48,Unemployed,2304987651,3209847561230987,2023,Desktop,220000,3500,Withdrawal,Chennai,Visa,Online,130000,1560000,3000,80,15,True,False,0.18,70,False,20,35,1
644,Fixed,Female,Single,High School,1979,43,Employed,2370568942,3209847561230987,2029,Mobile,250000,7000,Transfer,Hyderabad,MasterCard,Online,130000,1560000,4000,90,10,False,True,0.14,75,True,25,40,0
645,Variable,Male,Married,Graduate,1981,41,Unemployed,9872064315,3209847561230987,2027,Mobile,200000,3000,Purchase,Mumbai,Visa,Offline,60000,720000,2000,90,18,True,False,0.1,80,False,5,25,0
646,Fixed,Other,Single,Post Graduate,1972,50,Employed,4309567209,3209847561230987,2025,Desktop,230000,6200,Withdrawal,Kolkata,MasterCard,Online,130000,1560000,6000,80,15,True,True,0.06,70,True,20,35,0
647,Fixed,Female,Married,High School,1980,42,Self-Employed,2370568942,3209847561230987,2023,Mobile,240000,1500,Transfer,Delhi,Visa,Online,130000,1560000,2000,90,20,False,False,0.02,75,False,25,40,1
648,Variable,Male,Married,Graduate,1981,41,Unemployed,9872064315,3209847561230987,2027,Mobile,200000,3000,Purchase,Mumbai,MasterCard,Offline,60000,720000,2000,90,18,True,False,0.34,80,True,5,25,0
649,Fixed,Other,Single,Post Graduate,1972,50,Employed,4309567209,3209847561230987,2025,Desktop,230000,6200,Withdrawal,Kolkata,Visa,Online,130000,1560000,6000,80,15,True,True,0.3,70,True,20,35,0
650,Fixed,Female,Married,High School,1980,42,Self-Employed,2370568942,3209847561230987,2023,Mobile,240000,1500,Transfer,Delhi,Visa,Online,130000,1560000,2000,90,20,False,False,0.26,75,False,25,40,1
651,Variable,Male,Single,High School,1966,56,Employed,9872064315,3209847561230987,2025,Tablet,200000,4000,Purchase,Bangalore,MasterCard,Offline,60000,720000,5000,90,18,True,True,0.22,80,True,5,20,0
652,Fixed,Other,Divorced,High School,1974,48,Unemployed,2304987651,3209847561230987,2023,Desktop,220000,3500,Withdrawal,Chennai,Visa,Online,130000,1560000,3000,80,15,True,False,0.18,70,False,20,35,1
653,Fixed,Female,Single,High School,1979,43,Employed,2370568942,3209847561230987,2029,Mobile,250000,7000,Transfer,Hyderabad,MasterCard,Online,130000,1560000,4000,90,10,False,True,0.14,75,True,25,40,0
654,Variable,Male,Married,Graduate,1981,41,Unemployed,9872064315,3209847561230987,2027,Mobile,200000,3000,Purchase,Mumbai,Visa,Offline,60000,720000,2000,90,18,True,False,0.1,80,False,5,25,0
655,Fixed,Other,Single,Post Graduate,1972,50,Employed,4309567209,3209847561230987,2025,Desktop,230000,6200,Withdrawal,Kolkata,MasterCard,Online,130000,1560000,6000,80,15,True,True,0.06,70,True,20,35,0
656,Fixed,Female,Married,High School,1980,42,Self-Employed,2370568942,3209847561230987,2023,Mobile,240000,1500,Transfer,Delhi,Visa,Online,130000,1560000,2000,90,20,False,False,0.02,75,False,25,40,1
657,Variable,Male,Married,Graduate,1981,41,Unemployed,9872064315,3209847561230987,2027,Mobile,200000,3000,Purchase,Mumbai,MasterCard,Offline,60000,720000,2000,90,18,True,False,0.34,80,True,5,25,0
658,Fixed,Other,Single,Post Graduate,1972,50,Employed,4309567209,3209847561230987,2025,Desktop,230000,6200,Withdrawal,Kolkata,Visa,Online,130000,1560000,6000,80,15,True,True,0.3,70,True,20,35,0
659,Fixed,Female,Married,High School,1980,42,Self-Employed,2370568942,3209847561230987,2023,Mobile,240000,1500,Transfer,Delhi,Visa,Online,130000,1560000,2000,90,20,False,False,0.26,75,False,25,40,1
660,Variable,Male,Single,High School,1966,56,Employed,9872064315,3209847561230987,2025,Tablet,200000,4000,Purchase,Bangalore,MasterCard,Offline,60000,720000,5000,90,18,True,True,0.22,80,True,5,20,0
661,Fixed,Other,Divorced,High School,1974,48,Unemployed,2304987651,3209847561230987,2023,Desktop,220000,3500,Withdrawal,Chennai,Visa,Online,130000,1560000,3000,80,15,True,False,0.18,70,False,20,35,1
662,Fixed,Female,Single,High School,1979,43,Employed,2370568942,3209847561230987,2029,Mobile,250000,7000,Transfer,Hyderabad,MasterCard,Online,130000,1560000,4000,90,10,False,True,0.14,75,True,25,40,0
663,Variable,Male,Married,Graduate,1981,41,Unemployed,9872064315,3209847561230987,2027,Mobile,200000,3000,Purchase,Mumbai,Visa,Offline,60000,720000,2000,90,18,True,False,0.1,80,False,5,25,0
664,Fixed,Other,Single,Post Graduate,1972,50,Employed,4309567209,3209847561230987,2025,Desktop,230000,6200,Withdrawal,Kolkata,MasterCard,Online,130000,1560000,6000,80,15,True,True,0.06,70,True,20,35,0
665,Fixed,Female,Married,High School,1980,42,Self-Employed,2370568942,3209847561230987,2023,Mobile,240000,1500,Transfer,Delhi,Visa,Online,130000,1560000,2000,90,20,False,False,0.02,75,False,25,40,1
666,Variable,Male,Married,Graduate,1981,41,Unemployed,9872064315,3209847561230987,2027,Mobile,200000,3000,Purchase,Mumbai,MasterCard,Offline,60000,720000,2000,90,18,True,False,0.34,80,True,5,25,0
667,Fixed,Other,Single,Post Graduate,1972,50,Employed,4309567209,3209847561230987,2025,Desktop,230000,6200,Withdrawal,Kolkata,Visa,Online,130000,1560000,6000,80,15,True,True,0.3,70,True,20,35,0
668,Fixed,Female,Married,High School,1980,42,Self-Employed,2370568942,3209847561230987,2023,Mobile,240000,1500,Transfer,Delhi,Visa,Online,130000,1560000,2000,90,20,False,False,0.26,75,False,25,40,1
669,Variable,Male,Single,High School,1966,56,Employed,9872064315,3209847561230987,2025,Tablet,200000,4000,Purchase,Bangalore,MasterCard,Offline,60000,720000,5000,90,18,True,True,0.22,80,True,5,20,0
670,Fixed,Other,Divorced,High School,1974,48,Unemployed,2304987651,3209847561230987,2023,Desktop,220000,3500,Withdrawal,Chennai,Visa,Online,130000,1560000,3000,80,15,True,False,0.18,70,False,20,35,1
671,Fixed,Female,Single,High School,1979,43,Employed,2370568942,3209847561230987,2029,Mobile,250000,7000,Transfer,Hyderabad,MasterCard,Online,130000,1560000,4000,90,10,False,True,0.14,75,True,25,40,0
672,Variable,Male,Married,Graduate,1981,41,Unemployed,9872064315,3209847561230987,2027,Mobile,200000,3000,Purchase,Mumbai,Visa,Offline,60000,720000,2000,90,18,True,False,0.1,80,False,5,25,0
673,Fixed,Other,Single,Post Graduate,1972,50,Employed,4309567209,3209847561230987,2025,Desktop,230000,6200,Withdrawal,Kolkata,MasterCard,Online,130000,1560000,6000,80,15,True,True,0.06,70,True,20,35,0
674,Fixed,Female,Married,High School,1980,42,Self-Employed,2370568942,3209847561230987,2023,Mobile,240000,1500,Transfer,Delhi,Visa,Online,130000,1560000,2000,90,20,False,False,0.02,75,False,25,40,1
675,Variable,Male,Married,Graduate,1981,41,Unemployed,9872064315,3209847561230987,2027,Mobile,200000,3000,Purchase,Mumbai,MasterCard,Offline,60000,720000,2000,90,18,True,False,0.34,80,True,5,25,0
676,Fixed,Other,Single,Post Graduate,1972,50,Employed,4309567209,3209847561230987,2025,Desktop,230000,6200,Withdrawal,Kolkata,Visa,Online,130000,1560000,6000,80,15,True,True,0.3,70,True,20,35,0
677,Fixed,Female,Married,High School,1980,42,Self-Employed,2370568942,3209847561230987,2023,Mobile,240000,1500,Transfer,Delhi,Visa,Online,130000,1560000,2000,90,20,False,False,0.26,75,False,25,40,1
678,Variable,Male,Single,High School,1966,56,Employed,9872064315,3209847561230987,2025,Tablet,200000,4000,Purchase,Bangalore,MasterCard,Offline,60000,720000,5000,90,18,True,True,0.22,80,True,5,20,0
679,Fixed,Other,Divorced,High School,1974,48,Unemployed,2304987651,3209847561230987,2023,Desktop,220000,3500,Withdrawal,Chennai,Visa,Online,130000,1560000,3000,80,15,True,False,0.18,70,False,20,35,1
680,Fixed,Female,Single,High School,1979,43,Employed,2370568942,3209847561230987,2029,Mobile,250000,7000,Transfer,Hyderabad,MasterCard,Online,130000,1560000,4000,90,10,False,True,0.14,75,True,25,40,0
681,Variable,Male,Married,Graduate,1981,41,Unemployed,9872064315,3209847561230987,2027,Mobile,200000,3000,Purchase,Mumbai,Visa,Offline,60000,720000,2000,90,18,True,False,0.1,80,False,5,25,0
682,Fixed,Other,Single,Post Graduate,1972,50,Employed,4309567209,3209847561230987,2025,Desktop,230000,6200,Withdrawal,Kolkata,MasterCard,Online,130000,1560000,6000,80,15,True,True,0.06,70,True,20,35,0
683,Fixed,Female,Married,High School,1980,42,Self-Employed,2370568942,3209847561230987,2023,Mobile,240000,1500,Transfer,Delhi,Visa,Online,130000,1560000,2000,90,20,False,False,0.02,75,False,25,40,1
684,Variable,Male,Married,Graduate,1981,41,Unemployed,9872064315,3209847561230987,2027,Mobile,200000,3000,Purchase,Mumbai,MasterCard,Offline,60000,720000,2000,90,18,True,False,0.34,80,True,5,25,0
685,Fixed,Other,Single,Post Graduate,1972,50,Employed,4309567209,3209847561230987,2025,Desktop,230000,6200,Withdrawal,Kolkata,Visa,Online,130000,1560000,6000,80,15,True,True,0.3,70,True,20,35,0
686,Fixed,Female,Married,High School,1980,42,Self-Employed,2370568942,3209847561230987,2023,Mobile,240000,1500,Transfer,Delhi,Visa,Online,130000,1560000,2000,90,20,False,False,0.26,75,False,25,40,1
687,Variable,Male,Single,High School,1966,56,Employed,9872064315,3209847561230987,2025,Tablet,200000,4000,Purchase,Bangalore,MasterCard,Offline,60000,720000,5000,90,18,True,True,0.22,80,True,5,20,0
688,Fixed,Other,Divorced,High School,1974,48,Unemployed,2304987651,3209847561230987,2023,Desktop,220000,3500,Withdrawal,Chennai,Visa,Online,130000,1560000,3000,80,15,True,False,0.18,70,False,20,35,1
689,Fixed,Female,Single,High School,1979,43,Employed,2370568942,3209847561230987,2029,Mobile,250000,7000,Transfer,Hyderabad,MasterCard,Online,130000,1560000,4000,90,10,False,True,0.14,75,True,25,40,0
690,Variable,Male,Married,Graduate,1981,41,Unemployed,9872064315,3209847561230987,2027,Mobile,200000,3000,Purchase,Mumbai,Visa,Offline,60000,720000,2000,90,18,True,False,0.1,80,False,5,25,0
691,Fixed,Other,Single,Post Graduate,1972,50,Employed,4309567209,3209847561230987,2025,Desktop,230000,6200,Withdrawal,Kolkata,MasterCard,Online,130000,1560000,6000,80,15,True,True,0.06,70,True,20,35,0
692,Fixed,Female,Married,High School,1980,42,Self-Employed,2370568942,3209847561230987,2023,Mobile,240000,1500,Transfer,Delhi,Visa,Online,130000,1560000,2000,90,20,False,False,0.02,75,False,25,40,1
693,Variable,Male,Married,Graduate,1981,41,Unemployed,9872064315,3209847561230987,2027,Mobile,200000,3000,Purchase,Mumbai,MasterCard,Offline,60000,720000,2000,90,18,True,False,0.34,80,True,5,25,0
694,Fixed,Other,Single,Post Graduate,1972,50,Employed,4309567209,3209847561230987,2025,Desktop,230000,6200,Withdrawal,Kolkata,Visa,Online,130000,1560000,6000,80,15,True,True,0.3,70,True,20,35,0
695,Fixed,Female,Married,High School,1980,42,Self-Employed,2370568942,3209847561230987,2023,Mobile,240000,1500,Transfer,Delhi,Visa,Online,130000,1560000,2000,90,20,False,False,0.26,75,False,25,40,1
696,Variable,Male,Single,High School,1966,56,Employed,9872064315,3209847561230987,2025,Tablet,200000,4000,Purchase,Bangalore,MasterCard,Offline,60000,720000,5000,90,18,True,True,0.22,80,True,5,20,0
697,Fixed,Other,Divorced,High School,1974,48,Unemployed,2304987651,3209847561230987,2023,Desktop,220000,3500,Withdrawal,Chennai,Visa,Online,130000,1560000,3000,80,15,True,False,0.18,70,False,20,35,1
698,Fixed,Female,Single,High School,1979,43,Employed,2370568942,3209847561230987,2029,Mobile,250000,7000,Transfer,Hyderabad,MasterCard,Online,130000,1560000,4000,90,10,False,True,0.14,75,True,25,40,0
699,Variable,Male,Married,Graduate,1981,41,Unemployed,9872064315,3209847561230987,2027,Mobile,200000,3000,Purchase,Mumbai,Visa,Offline,60000,720000,2000,90,18,True,False,0.1,80,False,5,25,0
700,Fixed,Other,Single,Post Graduate,1972,50,Employed,4309567209,3209847561230987,2025,Desktop,230000,6200,Withdrawal,Kolkata,MasterCard,Online,130000,1560000,6000,80,15,True,True,0.06,70,True,20,35,0
701,Fixed,Female,Married,High School,1980,42,Self-Employed,2370568942,3209847561230987,2023,Mobile,240000,1500,Transfer,Delhi,Visa,Online,130000,1560000,2000,90,20,False,False,0.02,75,False,25,40,1
702,Variable,Male,Married,Graduate,1981,41,Unemployed,9872064315,3209847561230987,2027,Mobile,200000,3000,Purchase,Mumbai,MasterCard,Offline,60000,720000,2000,90,18,True,False,0.34,80,True,5,25,0
703,Fixed,Other,Single,Post Graduate,1972,50,Employed,4309567209,3209847561230987,2025,Desktop,230000,6200,Withdrawal,Kolkata,Visa,Online,130000,1560000,6000,80,15,True,True,0.3,70,True,20,35,0
704,Fixed,Female,Married,High School,1980,42,Self-Employed,2370568942,3209847561230987,2023,Mobile,240000,1500,Transfer,Delhi,Visa,Online,130000,1560000,2000,90,20,False,False,0.26,75,False,25,40,1
705,Variable,Male,Single,High School,1966,56,Employed,9872064315,3209847561230987,2025,Tablet,200000,4000,Purchase,Bangalore,MasterCard,Offline,60000,720000,5000,90,18,True,True,0.22,80,True,5,20,0
706,Fixed,Other,Divorced,High School,1974,48,Unemployed,2304987651,3209847561230987,2023,Desktop,220000,3500,Withdrawal,Chennai,Visa,Online,130000,1560000,3000,80,15,True,False,0.18,70,False,20,35,1
707,Fixed,Female,Single,High School,1979,43,Employed,2370568942,3209847561230987,2029,Mobile,250000,7000,Transfer,Hyderabad,MasterCard,Online,130000,1560000,4000,90,10,False,True,0.14,75,True,25,40,0
708,Variable,Male,Married,Graduate,1981,41,Unemployed,9872064315,3209847561230987,2027,Mobile,200000,3000,Purchase,Mumbai,Visa,Offline,60000,720000,2000,90,18,True,False,0.1,80,False,5,25,0
709,Fixed,Other,Single,Post Graduate,1972,50,Employed,4309567209,3209847561230987,2025,Desktop,230000,6200,Withdrawal,Kolkata,MasterCard,Online,130000,1560000,6000,80,15,True,True,0.06,70,True,20,35,0
710,Fixed,Female,Married,High School,1980,42,Self-Employed,2370568942,3209847561230987,2023,Mobile,240000,1500,Transfer,Delhi,Visa,Online,130000,1560000,2000,90,20,False,False,0.02,75,False,25,40,1
711,Variable,Male,Married,Graduate,1981,41,Unemployed,9872064315,3209847561230987,2027,Mobile,200000,3000,Purchase,Mumbai,MasterCard,Offline,60000,720000,2000,90,18,True,False,0.34,80,True,5,25,0
712,Fixed,Other,Single,Post Graduate,1972,50,Employed,4309567209,3209847561230987,2025,Desktop,230000,6200,Withdrawal,Kolkata,Visa,Online,130000,1560000,6000,80,15,True,True,0.3,70,True,20,35,0
713,Fixed,Female,Married,High School,1980,42,Self-Employed,2370568942,3209847561230987,2023,Mobile,240000,1500,Transfer,Delhi,Visa,Online,130000,1560000,2000,90,20,False,False,0.26,75,False,25,40,1
714,Variable,Male,Single,High School,1966,56,Employed,9872064315,3209847561230987,2025,Tablet,200000,4000,Purchase,Bangalore,MasterCard,Offline,60000,720000,5000,90,18,True,True,0.22,80,True,5,20,0
715,Fixed,Other,Divorced,High School,1974,48,Unemployed,2304987651,3209847561230987,2023,Desktop,220000,3500,Withdrawal,Chennai,Visa,Online,130000,1560000,3000,80,15,True,False,0.18,70,False,20,35,1
716,Fixed,Female,Single,High School,1979,43,Employed,2370568942,3209847561230987,2029,Mobile,250000,7000,Transfer,Hyderabad,MasterCard,Online,130000,1560000,4000,90,10,False,True,0.14,75,True,25,40,0
717,Variable,Male,Married,Graduate,1981,41,Unemployed,9872064315,3209847561230987,2027,Mobile,200000,3000,Purchase,Mumbai,Visa,Offline,60000,720000,2000,90,18,True,False,0.1,80,False,5,25,0
718,Fixed,Other,Single,Post Graduate,1972,50,Employed,4309567209,3209847561230987,2025,Desktop,230000,6200,Withdrawal,Kolkata,MasterCard,Online,130000,1560000,6000,80,15,True,True,0.06,70,True,20,35,0
719,Fixed,Female,Married,High School,1980,42,Self-Employed,2370568942,3209847561230987,2023,Mobile,240000,1500,Transfer,Delhi,Visa,Online,130000,1560000,2000,90,20,False,False,0.02,75,False,25,40,1
720,Variable,Male,Married,Graduate,1981,41,Unemployed,9872064315,3209847561230987,2027,Mobile,200000,3000,Purchase,Mumbai,MasterCard,Offline,60000,720000,2000,90,18,True,False,0.34,80,True,5,25,0
721,Fixed,Other,Single,Post Graduate,1972,50,Employed,4309567209,3209847561230987,2025,Desktop,230000,6200,Withdrawal,Kolkata,Visa,Online,130000,1560000,6000,80,15,True,True,0.3,70,True,20,35,0
722,Fixed,Female,Married,High School,1980,42,Self-Employed,2370568942,3209847561230987,2023,Mobile,240000,1500,Transfer,Delhi,Visa,Online,130000,1560000,2000,90,20,False,False,0.26,75,False,25,40,1
723,Variable,Male,Single,High School,1966,56,Employed,9872064315,3209847561230987,2025,Tablet,200000,4000,Purchase,Bangalore,MasterCard,Offline,60000,720000,5000,90,18,True,True,0.22,80,True,5,20,0
724,Fixed,Other,Divorced,High School,1974,48,Unemployed,2304987651,3209847561230987,2023,Desktop,220000,3500,Withdrawal,Chennai,Visa,Online,130000,1560000,3000,80,15,True,False,0.18,70,False,20,35,1
725,Fixed,Female,Single,High School,1979,43,Employed,2370568942,3209847561230987,2029,Mobile,250000,7000,Transfer,Hyderabad,MasterCard,Online,130000,1560000,4000,90,10,False,True,0.14,75,True,25,40,0
726,Variable,Male,Married,Graduate,1981,41,Unemployed,9872064315,3209847561230987,2027,Mobile,200000,3000,Purchase,Mumbai,Visa,Offline,60000,720000,2000,90,18,True,False,0.1,80,False,5,25,0
727,Fixed,Other,Single,Post Graduate,1972,50,Employed,4309567209,3209847561230987,2025,Desktop,230000,6200,Withdrawal,Kolkata,MasterCard,Online,130000,1560000,6000,80,15,True,True,0.06,70,True,20,35,0
728,Fixed,Female,Married,High School,1980,42,Self-Employed,2370568942,3209847561230987,2023,Mobile,240000,1500,Transfer,Delhi,Visa,Online,130000,1560000,2000,90,20,False,False,0.02,75,False,25,40,1
729,Variable,Male,Married,Graduate,1981,41,Unemployed,9872064315,3209847561230987,2027,Mobile,200000,3000,Purchase,Mumbai,MasterCard,Offline,60000,720000,2000,90,18,True,False,0.34,80,True,5,25,0
730,Fixed,Other,Single,Post Graduate,1972,50,Employed,4309567209,3209847561230987,2025,Desktop,230000,6200,Withdrawal,Kolkata,Visa,Online,130000,1560000,6000,80,15,True,True,0.3,70,True,20,35,0
731,Fixed,Female,Married,High School,1980,42,Self-Employed,2370568942,3209847561230987,2023,Mobile,240000,1500,Transfer,Delhi,Visa,Online,130000,1560000,2000,90,20,False,False,0.26,75,False,25,40,1
732,Variable,Male,Single,High School,1966,56,Employed,9872064315,3209847561230987,2025,Tablet,200000,4000,Purchase,Bangalore,MasterCard,Offline,60000,720000,5000,90,18,True,True,0.22,80,True,5,20,0
733,Fixed,Other,Divorced,High School,1974,48,Unemployed,2304987651,3209847561230987,2023,Desktop,220000,3500,Withdrawal,Chennai,Visa,Online,130000,1560000,3000,80,15,True,False,0.18,70,False,20,35,1
734,Fixed,Female,Single,High School,1979,43,Employed,2370568942,3209847561230987,2029,Mobile,250000,7000,Transfer,Hyderabad,MasterCard,Online,130000,1560000,4000,90,10,False,True,0.14,75,True,25,40,0
735,Variable,Male,Married,Graduate,1981,41,Unemployed,9872064315,3209847561230987,2027,Mobile,200000,3000,Purchase,Mumbai,Visa,Offline,60000,720000,2000,90,18,True,False,0.1,80,False,5,25,0
